content,at,appVersion,POSITIVE SCORE,NEGATIVE SCORE,NEUTRAL SCORE,COMPOUND SCORE,Sentiment
Very very good apps I like that Thanks more and more,2020-12-31 01:34:43,1.5.9,56.599999999999994,0.0,43.4,84.56,Positive
Facing problem in opening the app  please rectify this problem AS SOON AS POSSIBLE  i have deposited money in my STC account and now the app is not opening,2020-12-30 22:29:53,1.5.9,7.000000000000001,16.5,76.5,-47.67,Negative
Now stcpay app is very slow open why,2020-12-30 19:10:05,1.5.9,0.0,0.0,100.0,0.0,Neutral
Been using it for ages Good experience Uninstalled it because if phone issues Re installed and now it will not let me sign in and is giving an error and its not working My phone is fine by the way,2020-12-30 15:16:41,,15.5,5.8999999999999995,78.60000000000001,52.669999999999995,Positive
Vary bed all STC user unilaterally very bed lose money,2020-12-30 14:40:56,1.5.9,0.0,24.9,75.1,-45.49,Negative
everything good,2020-12-30 14:27:33,1.5.9,74.4,0.0,25.6,44.04,Positive
A one,2020-12-30 12:47:47,1.5.9,0.0,0.0,100.0,0.0,Neutral
Good app stcpay,2020-12-30 11:56:12,1.5.9,59.199999999999996,0.0,40.8,44.04,Positive
I have been using stc pay but on numbernumbernumber I deposited SARnumber but untill today the app is saying complete customer information but even after submiting it is still asking for the information,2020-12-30 10:53:59,1.5.9,0.0,3.8,96.2,-5.16,Negative
Honestly always had good exprience so far International transfers are quick and I have had no problems so far,2020-12-30 08:53:59,1.5.9,23.799999999999997,19.8,56.49999999999999,25.0,Positive
number time iam enter mobile number otp not sending from App total number min waste of time worst App,2020-12-30 08:41:03,1.5.9,15.7,27.800000000000004,56.49999999999999,-71.84,Negative
Not working on huawei ynumber prime number plz fix the bug,2020-12-30 06:44:15,1.5.9,22.400000000000002,0.0,77.60000000000001,15.310000000000002,Positive
What happen to stc pay Everytime i login in the apps it buffering for few seconds its lagging after an update plss fix the bugs,2020-12-30 01:27:03,,0.0,13.700000000000001,86.3,-36.120000000000005,Negative
Very nice App love you stcpay,2020-12-30 00:25:41,1.5.9,65.4,0.0,34.599999999999994,82.04,Positive
Editing my review After last update app is freezing on startup Please fix,2020-12-29 23:40:53,1.5.9,15.6,9.5,74.8,22.63,Positive
Asking for unreasonable permissions and lock you out of your wallet if denied,2020-12-29 22:48:19,1.5.9,0.0,19.5,80.5,-44.04,Negative
Ek no,2020-12-29 22:42:55,1.5.9,0.0,68.8,31.2,-29.599999999999998,Negative
New updation is horrible,2020-12-29 21:18:26,1.5.9,0.0,53.800000000000004,46.2,-54.230000000000004,Negative
That is to good appsthank you stc pay,2020-12-29 20:14:00,1.5.8,28.199999999999996,13.600000000000001,58.3,36.120000000000005,Positive
Good apps please your friends download the apps,2020-12-29 18:11:24,1.5.9,62.4,0.0,37.6,80.74,Positive
number   number,2020-12-29 10:45:02,1.5.9,100.0,0.0,0.0,15.310000000000002,Positive
It is very helpful app I like it very much,2020-12-29 10:27:23,1.5.9,45.6,0.0,54.400000000000006,70.56,Positive
This is good thumbs up,2020-12-29 10:01:13,1.5.4,42.0,0.0,57.99999999999999,44.04,Positive
thumbs up light skin tonethumbs up light skin tonethumbs up light skin tonethumbs up light skin tonethumbs up light skin tone,2020-12-29 09:26:31,,0.0,0.0,100.0,0.0,Neutral
On hi nhi ho raha hai kya pata kya ho gaya hai on karo to balck aata hai sumne fir pura back ho jata hai,2020-12-29 07:20:16,1.5.9,0.0,0.0,100.0,0.0,Neutral
Plenty of room to improve,2020-12-29 06:51:59,1.5.9,42.0,0.0,57.99999999999999,44.04,Positive
The app is great but please allow taking a Screenshot on android,2020-12-29 06:30:42,1.5.9,49.5,0.0,50.5,78.14,Positive
Exchange rates shown are different from the amount received Almost numberriyal i lost No one responding from the customer care,2020-12-29 06:26:27,1.5.9,13.8,17.1,69.1,6.239999999999999,Positive
i had a very bad experience with this app i am advising those who using app will be very careful as there is no solution if you loose your money i lose my money which i have transferred to STC Pay and still they are not abel to find where it goes so guys am not advising at all to use this app my complaint ticket number is still pending without any response number,2020-12-29 05:14:29,1.5.9,8.5,18.2,73.4,-83.16,Negative
Not sending money,2020-12-29 03:48:15,1.5.9,0.0,0.0,100.0,0.0,Neutral
stc pay is robbing poor peoples money along with western union so please do not use or trust this organization its better sending money home by visiting a legal bank instead of using this useless app,2020-12-29 03:12:52,1.5.9,16.1,22.8,61.1,-46.97,Negative
Having slow and could not even open the app I am always uninstall and then reinstall to open the app I was facing this problem since one week,2020-12-29 02:05:21,1.5.9,0.0,11.1,88.9,-48.1,Negative
STC pay is cheating v badlythey do not refund you amounts which were declined but taken from You Are wallet I have lost numbernumber SAR for number transactions which was declied but charged from meplz avoid using itI have asked all my friends to discontinue from itand I quit it completely and when I complain they only call and try to say it willbe resolved and here iam waiting since number months and I left stcpay for this cheating business Even one star is not worth it,2020-12-29 01:39:42,1.5.9,9.0,21.8,69.19999999999999,-91.69,Negative
Very good app and thanks stc pay,2020-12-28 23:04:43,1.4.12,53.0,12.2,34.8,69.01,Positive
I cannot open my stc app now,2020-12-28 22:44:04,1.5.9,0.0,0.0,100.0,0.0,Neutral
Save my time abd reliable apps,2020-12-28 22:29:33,1.5.8,39.0,0.0,61.0,49.39,Positive
I like stc,2020-12-28 22:04:11,1.5.9,71.39999999999999,0.0,28.599999999999998,36.120000000000005,Positive
We are facing the problem while trying to open STCpay Every time show the error STCpay is not responding Please fix the issue,2020-12-28 20:08:55,1.5.9,0.0,26.900000000000002,73.1,-74.78,Negative
Poor service on otp too much time to spend,2020-12-28 11:58:53,1.5.9,0.0,27.900000000000002,72.1,-47.67,Negative
Whenever I login or send money otp is coming after number to number min that i need to login again then again otp comes after number to number min In this way I can not login,2020-12-28 11:27:32,1.5.9,15.2,0.0,84.8,29.599999999999998,Positive
,2020-12-28 10:39:25,1.5.9,0.0,0.0,0.0,0.0,Neutral
Quick and safe money transfer,2020-12-28 10:35:25,1.5.9,42.0,0.0,57.99999999999999,44.04,Positive
very good thumbs up,2020-12-28 10:13:20,1.5.9,51.6,0.0,48.4,49.27,Positive
,2020-12-28 09:30:12,1.5.9,0.0,0.0,0.0,0.0,Neutral
Very nice app and easy to use,2020-12-28 08:39:57,1.5.9,54.50000000000001,0.0,45.5,71.78,Positive
Excellent Great,2020-12-28 07:42:08,1.5.4,100.0,0.0,0.0,83.16,Positive
Perfect apps,2020-12-28 06:44:36,1.5.8,78.7,0.0,21.3,57.19,Positive
Not good services always holding money and takes number month for the refund of cancel transition basically they do not value the customer,2020-12-28 06:16:15,1.5.9,4.9,24.099999999999998,71.0,-63.0,Negative
Very bad app not opening nkt,2020-12-28 06:09:11,,0.0,43.1,56.89999999999999,-58.489999999999995,Negative
They debit your account to do international transfer which is never done and the money is not returned to the account Bunch of incompetent people who do not mind cheating Do not use this app for transfers,2020-12-28 04:38:13,1.5.9,7.1,7.6,85.3,-4.54,Negative
My stc pay app is not open what happend plz slove prblm,2020-12-28 00:30:43,1.5.9,9.1,28.000000000000004,62.9,-40.19,Negative
Hang up,2020-12-28 00:04:07,1.5.9,0.0,0.0,100.0,0.0,Neutral
Worst customer support my transaction was unsuccessful which is mad in September number and now dec so until now they did not solve my issue,2020-12-27 23:50:33,1.5.9,11.600000000000001,33.1,55.2,-81.22,Negative
pls pls fix the problem after i updated the apps its not working well its not opening unlike before its working good,2020-12-27 19:46:30,1.5.9,21.099999999999998,17.4,61.5,-0.36,Negative
Unable to register to the application,2020-12-27 15:39:36,1.5.9,0.0,0.0,100.0,0.0,Neutral
Cannot registerit keeps saying invalid code,2020-12-27 14:18:38,1.5.9,0.0,0.0,100.0,0.0,Neutral
Very Useful app but new version take long time to open much than previous version please fix this,2020-12-27 13:21:08,1.5.9,24.0,0.0,76.0,61.83,Positive
very god,2020-12-27 11:39:39,1.5.9,70.5,0.0,29.5,33.839999999999996,Positive
I cannot send Money becouse my lunit are full What should i do  to make my limit exceed pls help,2020-12-27 09:18:54,,20.0,0.0,80.0,45.879999999999995,Positive
Dear stc pay why app is asking for updates as it does not show available updates,2020-12-27 08:52:43,1.5.9,14.399999999999999,7.8,77.8,29.599999999999998,Positive
Dear Team From last week I am facing problem in using STC app It hangs my phone and application closed by itself My friends also facing same problem Please look into this Best Regards,2020-12-27 07:18:41,1.4.14,28.599999999999998,11.899999999999999,59.5,82.25,Positive
Sent funds on numbernumbernumber Todate number days the line my money has not been delivered Has not been refunded And customer care is rude and hangs calls,2020-12-27 05:34:03,1.5.9,14.299999999999999,9.5,76.2,12.8,Positive
Wew why cannot open now,2020-12-27 03:18:20,1.5.9,0.0,0.0,100.0,0.0,Neutral
This application have problem was not open application in my phone,2020-12-27 02:07:53,1.5.9,0.0,21.3,78.7,-40.19,Negative
Why my phone is not supporting it,2020-12-27 00:41:37,1.5.9,0.0,28.599999999999998,71.39999999999999,-34.12,Negative
Disappointed  It keeps kick me out of the app every time  I have to try many times to enter,2020-12-27 00:31:40,1.5.9,0.0,15.4,84.6,-47.67,Negative
the money transfer from tabuk to manila was very slow it was sent on december number but until then it was not in my bank account,2020-12-26 19:27:32,,4.3999999999999995,0.0,95.6,3.8699999999999997,Positive
Hello STC PAY SUPPORTS Why not refund my payment I send you all details Ticket number Government ID  Passport copy etc my payment is Reject at numbernumbernumber I have been upset for two weeks now I will uninstall STC Pay and report police,2020-12-26 12:34:08,1.5.9,9.6,18.6,71.8,-51.06,Negative
,2020-12-26 11:49:15,1.5.9,0.0,0.0,0.0,0.0,Neutral
,2020-12-26 08:30:25,1.5.8,0.0,0.0,0.0,0.0,Neutral
Very bad experiace happen with StcPay Added money trough Riyad Bank IBAN given by stcpay number week ago since the amount not added to wallet Everytime when contatc to customer care they behave carelessly enraged face,2020-12-26 08:20:45,,10.2,19.3,70.5,-61.150000000000006,Negative
,2020-12-26 07:20:01,1.5.9,0.0,0.0,0.0,0.0,Neutral
VERY HELPFUL,2020-12-26 07:03:07,1.5.8,75.6,0.0,24.4,47.54,Positive
money transfer is not to bee fast,2020-12-26 00:58:13,1.5.9,0.0,0.0,100.0,0.0,Neutral
Useless app always transactions failed,2020-12-25 23:40:42,1.5.8,0.0,67.0,33.0,-72.69,Negative
This is the best app,2020-12-25 12:17:43,1.5.4,51.2,0.0,48.8,63.690000000000005,Positive
This is a good app,2020-12-25 12:01:32,1.5.9,49.2,0.0,50.8,44.04,Positive
I like it stc pay,2020-12-25 10:31:16,1.5.9,42.4,23.7,33.900000000000006,27.32,Positive
Stc pay has been slow since updated,2020-12-25 10:24:47,1.5.9,0.0,18.9,81.10000000000001,-10.27,Negative
Latest version not working please check,2020-12-25 10:07:18,1.5.9,0.0,28.199999999999996,71.8,-24.11,Negative
I am proud of the app,2020-12-25 09:47:31,1.5.9,43.7,0.0,56.3,47.67,Positive
Really It is very Good for sending money we can save more and more time And it is provide us a good Exchange rate  But from number days it is not opening I do not know why i updated this software after that i am facing that problem I have some money in my stc pay account Please do something,2020-12-25 06:11:03,1.5.9,16.6,8.1,75.4,52.62,Positive
Feedback my phone this application opened not opening fast exit please help me my phone model huwaei nova numbere problem this application,2020-12-25 05:31:44,1.5.9,18.7,10.100000000000001,71.2,31.819999999999997,Positive
App is not woking from last number days,2020-12-25 03:47:16,1.5.9,15.7,0.0,84.3,7.720000000000001,Positive
After updating money no transferring after confirm transaction declaration I agree not working,2020-12-25 00:22:11,1.5.9,17.0,15.0,68.0,7.720000000000001,Positive
I think it is useful but there is has many different options using money transfer,2020-12-24 21:31:12,1.5.9,13.0,0.0,87.0,23.82,Positive
I did not understood what the App is for hehehe I have lost my number SAR which is still in the balancebut I cannot transfer it nor use it on other way,2020-12-24 19:35:10,1.5.4,4.2,7.5,88.2,-25.0,Negative
Super fast service stc pay,2020-12-24 11:08:33,1.5.9,47.0,16.900000000000002,36.1,54.230000000000004,Positive
ZABAR DAST,2020-12-24 08:29:27,1.5.9,0.0,0.0,100.0,0.0,Neutral
Very bad support and experience from STC pay,2020-12-24 00:03:19,1.5.8,22.6,39.4,38.0,-29.92,Negative
The new version updated today is not working correctly need to check and clear the issue,2020-12-23 21:52:40,1.5.9,14.799999999999999,0.0,85.2,38.18,Positive
this is great but I have a question,2020-12-23 20:29:05,,33.800000000000004,0.0,66.2,37.16,Positive
,2020-12-23 19:50:30,1.5.9,0.0,0.0,0.0,0.0,Neutral
Good company,2020-12-23 13:15:55,1.5.8,74.4,0.0,25.6,44.04,Positive
very good apps,2020-12-23 12:50:38,1.5.8,61.5,0.0,38.5,49.27,Positive
Varry good app,2020-12-23 10:36:10,1.5.9,59.199999999999996,0.0,40.8,44.04,Positive
Good working stc payment,2020-12-23 10:17:36,1.5.9,49.2,0.0,50.8,44.04,Positive
Good and nice,2020-12-23 09:47:34,1.5.8,85.1,0.0,14.899999999999999,69.08,Positive
Nice app to transfer money any country Star Try once,2020-12-23 09:08:30,,23.7,0.0,76.3,42.15,Positive
thumbs upthumbs upthumbs upthumbs up thumbs up,2020-12-23 07:45:30,1.5.8,0.0,0.0,100.0,0.0,Neutral
I also use this app is very nice service thanks for stc pay,2020-12-23 06:02:24,1.5.9,37.6,8.4,54.0,70.56,Positive
While registering after entering salary salary range sector submit It refused to submit keep asking me to enter employer name and profession BUT there no fields in fields in the page to enter the missing info Why is that,2020-12-23 05:47:42,1.5.9,0.0,16.7,83.3,-73.50999999999999,Negative
Working all perfectly well,2020-12-23 04:37:39,1.5.9,75.9,0.0,24.099999999999998,74.3,Positive
,2020-12-23 03:37:00,1.5.9,0.0,0.0,0.0,0.0,Neutral
Very easy money transfer,2020-12-22 23:33:05,1.5.8,51.6,0.0,48.4,49.27,Positive
need to fix location problem,2020-12-22 11:48:44,,0.0,40.300000000000004,59.699999999999996,-40.19,Negative
Bad experience You can not buy recharge cards or transfer money still need time to be ready bank applications is better than this,2020-12-21 21:58:38,1.5.8,18.7,12.1,69.19999999999999,22.63,Positive
I cannot add money to my accountant I just cannot get saddad account number is it not compatible with android number pleas feed back thankd other than that is working fine I received money I transfer money but to add money you cannot,2020-12-21 11:00:42,1.5.8,9.3,0.0,90.7,17.79,Positive
Tried so many times international transfer but every time its rejected without valid reason,2020-12-21 08:59:48,1.5.8,0.0,25.5,74.5,-66.52,Negative
Fake app fake this app and customer care fake,2020-12-21 02:47:12,1.5.8,18.3,53.1,28.599999999999998,-72.69,Negative
Can we use Stc pay outside saudi arabia,2020-12-21 02:21:41,1.5.8,0.0,16.7,83.3,-10.27,Negative
,2020-12-20 18:06:32,1.5.8,0.0,0.0,0.0,0.0,Neutral
Good apps,2020-12-20 15:25:04,,74.4,0.0,25.6,44.04,Positive
Abysmal,2020-12-20 12:02:39,,0.0,0.0,100.0,0.0,Neutral
,2020-12-20 11:22:39,1.5.8,0.0,0.0,0.0,0.0,Neutral
They loot my number riyal when i take number riyal from atm,2020-12-20 08:59:58,1.5.8,22.400000000000002,0.0,77.60000000000001,15.310000000000002,Positive
Best Always best,2020-12-20 04:37:06,1.5.8,89.4,0.0,10.6,85.55,Positive
Pp,2020-12-20 02:37:40,1.5.8,0.0,0.0,100.0,0.0,Neutral
Worst application Whenever I try to add money or transfer it says Mobile required Despite registering several times It says due to security reasons you need to register again I got fed up of registering Needs an update I think Please fix this annoying issue,2020-12-20 00:56:27,1.5.8,9.5,13.700000000000001,76.8,-47.67,Negative
nice app easy to sent money to my cousin in philippines thank yiu syc pay,2020-12-20 00:05:05,,39.800000000000004,6.800000000000001,53.400000000000006,77.83,Positive
i am dowlod stc pay application al document hiving after stc passcod cow can i hive passcode abser idi paswood al so hiving not open ples let me know,2020-12-19 12:46:26,1.5.8,0.0,5.1,94.89999999999999,-10.27,Negative
I want to transfer money to bank through STC pay how can I do it help me please,2020-12-19 10:19:04,1.5.8,32.0,7.1,60.9,59.940000000000005,Positive
Most of time is not working due to login problem with location detection I try several times before being able to login,2020-12-19 09:39:04,1.5.8,0.0,11.899999999999999,88.1,-40.19,Negative
Not work for me,2020-12-19 07:26:11,,0.0,0.0,100.0,0.0,Neutral
Slow response from server,2020-12-19 06:18:54,1.5.8,0.0,0.0,100.0,0.0,Neutral
,2020-12-19 02:14:53,1.5.8,0.0,0.0,0.0,0.0,Neutral
,2020-12-18 20:03:08,1.5.8,0.0,0.0,0.0,0.0,Neutral
Jand n b,2020-12-18 20:02:55,1.4.14,0.0,0.0,100.0,0.0,Neutral
stc pay is a very nice app,2020-12-18 07:53:43,1.5.8,36.4,16.5,47.099999999999994,40.050000000000004,Positive
Good,2020-12-18 02:58:44,1.5.8,100.0,0.0,0.0,44.04,Positive
Superb app I like it,2020-12-17 14:05:55,1.5.8,76.7,0.0,23.3,76.5,Positive
Last two month transaction not happening They changed the policy Receiver account also should be registered by your name and ID You cannot send money to other relatives account,2020-12-17 03:30:20,1.5.8,0.0,0.0,100.0,0.0,Neutral
I sent money numbernumbernumber Until now transaction is not complete numbernumbernumber it was still processing,2020-12-16 23:37:11,1.5.8,0.0,0.0,100.0,0.0,Neutral
It is ok Good,2020-12-16 08:41:25,1.5.4,71.8,0.0,28.199999999999996,62.49,Positive
Very good OK handthumbs upthumbs upthumbs upthumbs upthumbs upthumbs up,2020-12-16 04:13:06,1.5.8,44.5,0.0,55.50000000000001,75.1,Positive
It is like no other money transfer application it is the best heart with ribbon I give STC PAY number star glowing star glowing star glowing star glowing star glowing star glowing star glowing star glowing star glowing star glowing star,2020-12-15 18:49:43,1.5.8,16.900000000000002,9.2,73.9,56.720000000000006,Positive
Bank,2020-12-15 15:02:01,1.5.8,0.0,0.0,100.0,0.0,Neutral
It is customer service is very bad no toll free number and customer care is not good service,2020-12-15 07:08:16,1.5.8,27.400000000000002,30.5,42.1,-22.09,Negative
Better but please include all the features like google pay ect thumbs up,2020-12-15 03:48:47,1.5.8,43.5,8.5,48.0,76.14999999999999,Positive
Sadad number not showing any solution,2020-12-14 10:05:49,1.5.8,17.9,27.0,55.1,-16.85,Negative
,2020-12-14 08:46:41,1.5.8,0.0,0.0,0.0,0.0,Neutral
My stc pay forget password how to open,2020-12-14 05:46:39,1.5.8,0.0,35.5,64.5,-31.819999999999997,Negative
Great app but my sadad number is not showing,2020-12-14 01:53:28,,36.4,0.0,63.6,45.879999999999995,Positive
easily transfers money red heart,2020-12-14 00:19:29,,37.5,0.0,62.5,34.0,Positive
Very bad app internet connection good but still not determine location Take too much time to openthumbs downthumbs down,2020-12-13 18:58:38,,9.1,11.200000000000001,79.60000000000001,-11.450000000000001,Negative
great app i lovet smiling face with hearteyessmiling face with hearteyesclapping hands,2020-12-13 11:52:59,1.5.8,44.1,0.0,55.900000000000006,79.64,Positive
Not good its not working,2020-12-13 03:23:47,1.5.8,0.0,37.6,62.4,-34.12,Negative
No more helpful for transaction they proceed me a visa card when I withdraw number sar they deducted numbernumber sar  I did not read anywhere before they are not clear as before I did thousands of sar transactions from stc but now time to stop their stupid service Even no any help support or contact replies,2020-12-12 06:41:40,1.5.8,15.4,20.1,64.5,-47.589999999999996,Negative
Best app ever,2020-12-12 03:30:05,1.5.8,67.7,0.0,32.300000000000004,63.690000000000005,Positive
The help and support section is pathetic I think people sitting there are sleeping,2020-12-11 23:39:50,1.5.8,28.299999999999997,19.400000000000002,52.400000000000006,17.79,Positive
Not able to save local transfer beneficiary And the support team does not want to accept that it has some issue instead asking me try different things,2020-12-11 21:15:44,1.5.8,17.1,17.8,65.0,19.400000000000002,Positive
,2020-12-11 20:33:13,,0.0,0.0,0.0,0.0,Neutral
it is a useful app i rate number stars beautiful sent money to home instantly with minutes they money was received well done stcpay i love it,2020-12-11 11:25:55,1.5.8,43.1,0.0,56.89999999999999,92.46,Positive
Hi several times I try to open an account it reach a point it is asking for number digits password it is sending to me,2020-12-11 04:53:42,1.5.8,10.299999999999999,0.0,89.7,10.27,Positive
I cannot connect to stc pay because they need a stc pay passcode but I do not know what is passcode,2020-12-10 22:17:18,1.5.8,0.0,13.0,87.0,-10.27,Negative
Very useful and convenient,2020-12-10 17:53:10,1.5.8,51.6,0.0,48.4,49.27,Positive
Add Gcash for Philippines not only Western Union and Money Gram smiling face with smiling eyessmiling face with smiling eyes,2020-12-10 13:21:47,1.5.8,34.599999999999994,0.0,65.4,84.02,Positive
Cannot update mobile number,2020-12-10 06:26:18,1.5.8,0.0,28.9,71.1,-5.72,Negative
I have never seen a worst service in my life like stcpay I send money on number Dec number and still on hold and they did not refund it after so many complaints enraged face,2020-12-10 04:24:46,1.5.8,20.8,14.7,64.5,11.59,Positive
Less loyal customer Thier international money transfer procedure is so complicated I transfer money via western union it is still on hold from last number days number days and Payment is still pending Cheap service,2020-12-09 00:33:14,1.5.8,14.899999999999999,0.0,85.1,52.790000000000006,Positive
Please try to avoid this application They have took my money and since number month they did not gave me back,2020-12-08 16:23:03,1.5.8,15.1,9.2,75.6,10.27,Positive
Very bad experience fully corrupted this app The are asking always update your customer information when I update the said update national address when I fenished everything the said your customer information updated when I com back again and again saying update your customer information,2020-12-08 14:58:16,1.5.8,0.0,8.5,91.5,-58.489999999999995,Negative
I am thankful with STC providing wonderful services,2020-12-08 06:50:47,1.5.8,59.699999999999996,0.0,40.300000000000004,81.26,Positive
Good for me,2020-12-08 01:21:10,1.5.8,59.199999999999996,0.0,40.8,44.04,Positive
Very Nice heart suit,2020-12-07 14:41:49,1.5.8,50.8,0.0,49.2,47.54,Positive
VERY VERY GOOD APP,2020-12-07 12:13:16,1.5.8,53.6,0.0,46.400000000000006,53.790000000000006,Positive
cannot combine number or more numbers under one account user has to add and authurise their other numbers via sms throughout apps settings which is a slow and long process if you have more than one number,2020-12-07 06:46:03,1.5.8,0.0,6.7,93.30000000000001,-11.39,Negative
My friends and I made an international transfer and it is still under process We called customer service and the only thing they told us was that it was prioritized It is been days since we transferred this will be the last time we are using this app Better use Fawri great echange rate and no hassle If you are planning to use this app please do not You are going to experience a lot stress and hassles Not worth it,2020-12-07 00:36:33,,13.600000000000001,7.3,79.10000000000001,77.4,Positive
Need a help care number who can talk with customerhere no any customer care number,2020-12-07 00:02:28,,53.400000000000006,10.0,36.5,81.76,Positive
Very good thumbs up and outstanding,2020-12-06 20:15:41,,64.3,0.0,35.699999999999996,80.16,Positive
Very bad customer servicehuman agent they left without solved customer issuepensive face,2020-12-06 13:04:36,1.5.8,0.0,35.9,64.1,-68.15,Negative
Not working properly since last month,2020-12-06 08:17:28,1.5.8,0.0,0.0,100.0,0.0,Neutral
Very bad service customer chat service also not good he in hurry to close chat alwaysif you make mistake any transactionno anyone help you Now I am going to delete my account,2020-12-05 23:29:17,1.5.8,7.000000000000001,22.5,70.5,-70.95,Negative
Bad customer service always wanted to end the chatcall App always says i reached my monthly limit with card thought the month just started,2020-12-05 22:36:57,1.5.8,5.4,13.5,81.10000000000001,-47.67,Negative
Good smiling face with hearteyes,2020-12-05 13:40:19,,66.3,0.0,33.7,70.96000000000001,Positive
Nic app,2020-12-05 08:54:29,1.5.8,0.0,0.0,100.0,0.0,Neutral
It is the best experience for an expatriate but it will not respond when you need it most  When I had the utmost need to transfer the money it took number days for money to reach STC PAY and still waiting,2020-12-05 08:08:01,1.5.8,11.799999999999999,6.1,82.0,12.82,Positive
Very nice app to used this,2020-12-05 04:50:48,1.5.8,38.2,0.0,61.8,47.54,Positive
Good one it is very helpful to me,2020-12-05 01:12:40,1.5.4,50.0,0.0,50.0,71.78,Positive
,2020-12-05 01:11:44,1.5.8,0.0,0.0,0.0,0.0,Neutral
Someone called asking for this application of stc pay because i have together he ask me about my atm what is this all about he asked,2020-12-05 01:08:22,1.5.8,0.0,5.5,94.5,-10.27,Negative
I have tried many services on this app cannot complain I did not find any issues with it,2020-12-04 23:09:32,1.5.8,12.3,0.0,87.7,27.55,Positive
stcpay i thing very good any issue stcpay ajent very good help and fix any issuebest app i lke it,2020-12-04 22:40:33,,38.4,0.0,61.6,85.42999999999999,Positive
Excellent,2020-12-04 21:32:07,,100.0,0.0,0.0,57.19,Positive
Very easy to use and transpor the money internationally,2020-12-04 20:31:50,1.5.8,28.499999999999996,0.0,71.5,49.27,Positive
Worst app Half an hour for verification and then login failed,2020-12-04 13:12:43,1.5.8,0.0,45.1,54.900000000000006,-81.26,Negative
I was charged twice for bathandbodyworks online shopping once when I booked my order and one time after the order was delivered,2020-12-04 12:57:23,1.5.8,0.0,8.7,91.3,-20.23,Negative
the stc pay of experience is very bad in days the system is very bad sometimes I transfer local wallent to wallent and international my money is transferred and sometimes no I transfer money local Bank NCB to Stc pay Iban number ANB until numberst December number but no come in my Stc pay account the customer service is only joking with play us we resolve your problem I am waiting where is my money I waiting for my money how many timesbut no answer give us I am very confused to STC Pay App,2020-12-04 09:56:35,1.5.8,10.2,22.400000000000002,67.5,-88.55,Negative
So good stc pay,2020-12-04 07:28:56,1.5.8,46.6,24.3,29.2,36.730000000000004,Positive
Very poor I added money but still not get,2020-12-04 03:08:10,,0.0,23.9,76.1,-29.520000000000003,Negative
Easy to transfer,2020-12-04 01:05:30,,59.199999999999996,0.0,40.8,44.04,Positive
,2020-12-04 00:26:22,1.5.4,0.0,0.0,0.0,0.0,Neutral
VeryGood red heart,2020-12-03 22:58:36,,0.0,0.0,100.0,0.0,Neutral
You know Why should I say it again,2020-12-03 22:32:56,,0.0,0.0,100.0,0.0,Neutral
I recharges my wallet via local bank transfer but the money never arrive to my wallet Tried to get help from help  support but they are useless This application just try to steal and rob our money,2020-12-03 21:45:44,1.5.8,19.900000000000002,24.099999999999998,56.00000000000001,-50.23,Negative
Always ask for location and mostly this app not open due to location never determines I love this app but there must be disable location permission,2020-12-03 20:46:11,,0.0,8.3,91.7,-29.24,Negative
Good thumbs upred heart,2020-12-03 19:57:12,1.5.8,49.2,0.0,50.8,44.04,Positive
Login failed everytime,2020-12-03 12:57:37,1.5.8,0.0,62.3,37.7,-51.06,Negative
Very nice helpful apps,2020-12-03 12:08:21,1.5.8,75.5,0.0,24.5,73.28,Positive
Good tnumber use stc pay,2020-12-03 09:05:34,1.5.8,39.7,19.2,41.099999999999994,36.120000000000005,Positive
Its good now,2020-12-03 08:29:32,,59.199999999999996,0.0,40.8,44.04,Positive
The best app for online banking,2020-12-03 02:04:59,1.5.8,45.7,0.0,54.300000000000004,63.690000000000005,Positive
Extremely safe good and smooth operation,2020-12-02 23:36:01,1.5.8,61.4,0.0,38.6,74.85000000000001,Positive
I would rate this very useful app a number stars Since i have started using it on june till now it helps me a lot sending remittance to my family without going outside especially in this time of pandemic I do not understand why i am reading some negative comments when its actually very useful and user friendly I Am confused Maybe some people does not know how to use Its really amazing this stc pay,2020-12-02 12:18:59,1.5.8,20.9,8.7,70.39999999999999,88.71,Positive
Help alot,2020-12-02 06:39:35,1.5.8,73.0,0.0,27.0,40.19,Positive
excellent app,2020-12-02 06:32:07,1.5.8,78.7,0.0,21.3,57.19,Positive
Good working stc pay,2020-12-02 06:20:53,1.5.6,46.0,22.2,31.7,36.120000000000005,Positive
The worst money transfer app it will take forever to transfer customer service agents are of no use every you call them they will say it will be processed and cut the phone I regret recommending this to my friends,2020-12-02 06:18:44,1.5.8,6.4,23.200000000000003,70.39999999999999,-79.64,Negative
I like this App and it helps to send money to home No need to visit branch If you consider to add downloading the statements of account it will be more helpful for those who are in need,2020-12-02 03:44:46,,18.9,5.1,76.0,71.78,Positive
This app needs to stop asking me for the camera permission every time I open it because I only use the virtual card Also why does it not use the phones face unlock feature on the Google Pixel,2020-12-02 00:31:03,1.5.8,0.0,5.8999999999999995,94.1,-29.599999999999998,Negative
As Soon As Possible Please fix your declaration in the i agree corner its not working,2020-12-02 00:21:23,1.5.8,27.0,0.0,73.0,58.589999999999996,Positive
Un professional support team the worst app ever ANB bank does not work all the time ans still the service is available on the app I think they do not know that ANB stopped their service My mobile number is stc number yet tge app asks me to change my number so stc number,2020-12-01 23:24:26,1.5.8,13.200000000000001,10.0,76.8,-27.32,Negative
