content,at,appVersion,POSITIVE SCORE,NEGATIVE SCORE,NEUTRAL SCORE,COMPOUND SCORE,Sentiment
What happend after the update neutral face,2019-12-29 11:15:31,4.0.1,0.0,0.0,100.0,0.0,Neutral
This app is not working all Can STC do something right the first time ever,2019-12-29 10:29:46,,0.0,0.0,100.0,0.0,Neutral
,2019-12-29 09:46:04,4.0.1,0.0,0.0,0.0,0.0,Neutral
,2019-12-29 09:30:30,4.0.1,0.0,0.0,0.0,0.0,Neutral
Keep stuck and performance so pad,2019-12-29 08:35:35,4.0.1,0.0,28.599999999999998,71.39999999999999,-25.0,Negative
Easy access,2019-12-29 08:24:31,3.18.0,74.4,0.0,25.6,44.04,Positive
It is really bad app it does not last more then few seconds than turn off immediately,2019-12-29 07:36:11,4.0.1,0.0,19.2,80.80000000000001,-58.489999999999995,Negative
no good,2019-12-29 07:33:34,4.0.1,56.89999999999999,43.1,0.0,17.79,Positive
Exciting,2019-12-29 07:32:08,,100.0,0.0,0.0,49.39,Positive
,2019-12-29 07:24:46,4.0.1,0.0,0.0,0.0,0.0,Neutral
I love it,2019-12-29 07:05:56,4.0.1,80.80000000000001,0.0,19.2,63.690000000000005,Positive
,2019-12-29 06:34:27,4.0.1,0.0,0.0,0.0,0.0,Neutral
New updation of this app is just crashing It just opens and closes within seconds Hope it will be fixed soon,2019-12-29 06:27:40,4.0.1,12.7,0.0,87.3,44.04,Positive
Not getting SMS code for verification,2019-12-29 05:54:15,4.0.1,0.0,0.0,100.0,0.0,Neutral
,2019-12-29 05:40:06,4.0.1,0.0,0.0,0.0,0.0,Neutral
,2019-12-29 05:14:46,4.0.1,0.0,0.0,0.0,0.0,Neutral
Not able to register with civil I would number,2019-12-29 05:11:37,4.0.1,15.7,0.0,84.3,7.720000000000001,Positive
,2019-12-29 04:41:14,4.0.0,0.0,0.0,0.0,0.0,Neutral
stc,2019-12-29 04:37:56,4.0.1,0.0,0.0,100.0,0.0,Neutral
After the new update it becomes useless app enraged faceangry face angry faceangry faceangry faceangry faceangry faceangry faceangry faceangry faceangry faceangry faceangry faceangry faceangry faceangry faceangry faceangry faceangry faceangry faceangry faceangry faceangry faceangry faceangry faceangry faceangry faceangry faceangry faceangry faceangry faceangry face,2019-12-29 04:26:49,4.0.1,0.0,18.4,81.6,-83.16,Negative
,2019-12-29 03:01:07,4.0.1,0.0,0.0,0.0,0.0,Neutral
Th application does not work it keeps crashing,2019-12-29 00:39:18,4.0.1,0.0,0.0,100.0,0.0,Neutral
Download very bad,2019-12-29 00:10:30,,0.0,65.5,34.5,-58.489999999999995,Negative
What is wrong with this new application The old one was so much better go use There are so many steps just to login to the app What is this It should be simple,2019-12-28 23:24:18,4.0.1,8.3,8.1,83.6,2.02,Positive
New app update simply bad the older version was so simple to use alot of features tryung to find,2019-12-28 22:40:59,3.15.0,0.0,16.3,83.7,-54.230000000000004,Negative
Cannot find prepaid packages on new app,2019-12-28 22:37:38,,0.0,0.0,100.0,0.0,Neutral
,2019-12-28 22:12:34,4.0.1,0.0,0.0,0.0,0.0,Neutral
Recharge not happening Old app was much better Amount deducted from account but balance not updated Payment posting error,2019-12-28 21:06:36,4.0.1,8.7,15.8,75.6,-38.18,Negative
I do not like this new update Always asking for codes A lot of adds I do not get to the things I need to do with the STC anymore,2019-12-28 19:43:54,4.0.1,0.0,7.8,92.2,-27.55,Negative
Simply the app does not launch and gets stuck in the logo screen  I was compelled to uninstall the app and reinstall it to work even though you have to go through the verification OTP with each and every time you run the app and this really drives me nuts Huawei Ynumber Prime number Android number,2019-12-28 18:27:56,4.0.1,6.5,7.8,85.7,-41.44,Negative
Very bad experience with new applicationi prefer the old one very easy nad pratical I tried many time to buy the quicknet its not going to work i need to recharge then only i can purchase very hussle I Am so disappointed,2019-12-28 18:23:55,4.0.1,6.9,16.900000000000002,76.1,-67.99,Negative
Worst system of stc  I try to load in my credit card but it was so difficult It took me lots of trials but sad to say it was not successful and the worst is  they get money from my credit card  pls fix this apps the old version is better with the new one,2019-12-28 15:18:45,4.0.0,13.8,27.3,59.0,-92.34,Negative
,2019-12-28 15:14:36,,0.0,0.0,0.0,0.0,Neutral
worst app update We cannot reload cannot sign in change password NOTHING Please go back to the old app,2019-12-28 14:26:48,4.0.1,0.0,26.3,73.7,-72.37,Negative
Credit card payments does not work,2019-12-28 14:25:21,4.0.1,34.2,0.0,65.8,38.18,Positive
Your new version is not nice I cannot reload my sim because it always tells unavailability of the service in recharge using my debit card Kindly fix this please,2019-12-28 14:24:01,4.0.1,16.8,7.1,76.1,48.85,Positive
,2019-12-28 13:25:30,4.0.1,0.0,0.0,0.0,0.0,Neutral
Function over form is not the way to go although color scheme is nice Also it does not allow me to pay or at least add payment method for some reason,2019-12-28 13:08:53,4.0.1,8.3,9.1,82.69999999999999,18.62,Positive
,2019-12-28 13:08:31,4.0.1,0.0,0.0,0.0,0.0,Neutral
Barely functional Messy UI,2019-12-28 12:25:13,4.0.0,0.0,42.5,57.49999999999999,-30.080000000000002,Negative
smiling face with hearteyessmiling face with hearteyessmiling face with hearteyessmiling face with hearteyessmiling face with hearteyessmiling face with hearteyes,2019-12-28 12:13:12,3.18.0,14.299999999999999,0.0,85.7,45.879999999999995,Positive
,2019-12-28 12:12:10,4.0.1,0.0,0.0,0.0,0.0,Neutral
Cannot log in App says an authentication code is being sent to my phone but never received App makes you wait a few minutes before you submit for a new code When the time expires and you click for the code resend the app gives you a message that a code has already been sent,2019-12-28 11:57:02,4.0.1,0.0,0.0,100.0,0.0,Neutral
The older version was much easier to use,2019-12-28 10:53:16,4.0.1,28.599999999999998,0.0,71.39999999999999,42.15,Positive
Cannot top up balance Absolutely useless update What a joke stc is,2019-12-28 10:47:37,4.0.1,14.799999999999999,31.5,53.7,-35.8,Negative
,2019-12-28 10:42:29,4.0.1,0.0,0.0,0.0,0.0,Neutral
Good Nothing to say,2019-12-28 10:16:50,4.0.1,49.2,0.0,50.8,44.04,Positive
Zero rate for the new version So ugly can not navigate easly between my numbers and finally the app just got crashed today Almost all requests show service is not available even the recharging service PIN Codes never received,2019-12-28 10:13:27,4.0.1,0.0,8.6,91.4,-55.63,Negative
Good experience with this app,2019-12-28 10:00:30,4.0.1,42.0,0.0,57.99999999999999,44.04,Positive
after update app is not good,2019-12-28 09:50:49,4.0.0,0.0,32.5,67.5,-34.12,Negative
Looks like no one sitting at help desk allways have to wait for the help desk,2019-12-28 09:40:35,,35.699999999999996,10.0,54.300000000000004,69.08,Positive
This new version is very worse because it is unable to open in my Samsung Mnumber phone The Best mobile application is My Airtel App in India Rubbish,2019-12-28 09:28:07,4.0.1,12.5,10.100000000000001,77.4,20.4,Positive
It is bad,2019-12-28 09:02:49,4.0.1,0.0,63.6,36.4,-54.230000000000004,Negative
Stolen logo,2019-12-28 08:57:00,3.16.0,0.0,76.2,23.799999999999997,-49.39,Negative
Very bad experienced please return the old one,2019-12-28 08:31:52,,20.7,30.7,48.6,-30.25,Negative
very bad  update newer works,2019-12-28 08:30:40,4.0.0,0.0,48.699999999999996,51.300000000000004,-58.489999999999995,Negative
Why new apps not working now how to fix it,2019-12-28 08:04:21,4.0.1,0.0,0.0,100.0,0.0,Neutral
So cool,2019-12-28 07:21:27,4.0.1,72.2,0.0,27.800000000000004,38.04,Positive
App is not working at all with the new update,2019-12-28 07:18:36,4.0.1,0.0,0.0,100.0,0.0,Neutral
After upgrade this app does not work I will you install this as i could not even recharge,2019-12-28 07:03:02,4.0.1,0.0,0.0,100.0,0.0,Neutral
number,2019-12-28 06:55:17,,100.0,0.0,0.0,7.720000000000001,Positive
Very bad not working,2019-12-28 06:31:37,,0.0,55.800000000000004,44.2,-58.489999999999995,Negative
Waste while doing recharge,2019-12-28 05:46:33,4.0.1,0.0,48.3,51.7,-42.15,Negative
,2019-12-28 04:37:33,,0.0,0.0,0.0,0.0,Neutral
Nw Aap is not working,2019-12-28 04:25:55,4.0.1,0.0,0.0,100.0,0.0,Neutral
Not working old version was perfect Cannot recharge showing service unavailable so wats the use of an app if service is unavailable,2019-12-28 04:22:47,4.0.1,15.0,0.0,85.0,57.19,Positive
Internet packages expiry date not available check now more update and systemapplication good but many losses program not expiry date only maine balance expiry date available only,2019-12-28 03:34:38,4.0.1,6.4,11.600000000000001,82.0,-38.18,Negative
,2019-12-28 03:19:27,3.16.0,0.0,0.0,0.0,0.0,Neutral
Excellent and perfect,2019-12-28 03:03:01,3.12.4,88.1,0.0,11.899999999999999,81.26,Positive
,2019-12-28 02:45:49,4.0.1,0.0,0.0,0.0,0.0,Neutral
The newest version is worst I cannot check my detail internet balance and expiry internet balance please fix it soon,2019-12-28 02:31:51,4.0.1,9.8,17.5,72.6,-42.15,Negative
The old one is better angry face,2019-12-28 02:22:51,3.15.0,25.900000000000002,29.5,44.6,-10.27,Negative
,2019-12-28 01:33:27,4.0.1,0.0,0.0,0.0,0.0,Neutral
Stc sim card and stc apps is very bad boring loudly crying faceface with symbols on mouthface with symbols on mouthface with symbols on mouthface with symbols on mouth I do not like this boring aps,2019-12-28 01:30:25,3.16.0,0.0,32.1,67.9,-92.10000000000001,Negative
Previous app was awsm and user friendlythis version is not open and showing error evertime,2019-12-28 00:56:46,4.0.1,0.0,16.2,83.8,-40.19,Negative
What they have said under critical rating are all true This app is hard to open or not opening at all It is no longer user friendly so better bring back the old version but with the new logo STC must hear and action this,2019-12-28 00:52:26,4.0.1,12.8,8.9,78.3,44.43,Positive
,2019-12-28 00:48:37,4.0.1,0.0,0.0,0.0,0.0,Neutral
,2019-12-28 00:36:19,4.0.1,0.0,0.0,0.0,0.0,Neutral
Older version was very good,2019-12-28 00:15:31,4.0.1,44.4,0.0,55.60000000000001,49.27,Positive
Very bad app and service,2019-12-27 22:57:45,4.0.0,0.0,48.699999999999996,51.300000000000004,-58.489999999999995,Negative
Worst ever update Works only once after download Then you have to uninstall and install again Looks like there was a hurry to rebrand and app was shipped out in whatever state it was in Sorry STC you have to do number times better than this to earn any meaningful rating from me for this app,2019-12-27 22:33:16,,14.2,8.5,77.3,38.18,Positive
Would you look at that it works now,2019-12-27 22:17:42,4.0.1,0.0,0.0,100.0,0.0,Neutral
Not open this app,2019-12-27 20:58:14,4.0.1,0.0,0.0,100.0,0.0,Neutral
The sms page is very bad design We cannot see what we type,2019-12-27 20:17:55,4.0.1,0.0,24.0,76.0,-58.489999999999995,Negative
,2019-12-27 20:15:03,4.0.0,0.0,0.0,0.0,0.0,Neutral
After updating not working cannot open the app to login angry face,2019-12-27 19:46:51,,0.0,23.1,76.9,-51.06,Negative
Very very bad app the older one was much more better,2019-12-27 19:09:32,4.0.1,19.6,25.0,55.300000000000004,-22.12,Negative
Bad update App not working at all Shame on you who makes this new updates,2019-12-27 17:18:43,4.0.1,0.0,33.7,66.3,-76.5,Negative
This app never work Total failure,2019-12-27 16:52:26,4.0.1,35.099999999999994,0.0,64.9,40.23,Positive
Stc wants to shutdown its company They do not have anyone to handle app properly App never work,2019-12-27 16:27:26,3.9.1,0.0,0.0,100.0,0.0,Neutral
,2019-12-27 15:58:41,4.0.1,0.0,0.0,0.0,0.0,Neutral
bad app update,2019-12-27 15:41:13,4.0.1,0.0,63.6,36.4,-54.230000000000004,Negative
after update not working,2019-12-27 15:39:17,4.0.1,0.0,0.0,100.0,0.0,Neutral
Very bad does not show you what you need to know like how much is remaining in your package for example always showing  sorry try again later and is showing more ads and offers If you want a more functional app for your needs stay on the older version,2019-12-27 15:32:24,4.0.1,7.199999999999999,9.6,83.2,-31.669999999999998,Negative
Not working Give errors,2019-12-27 15:25:57,4.0.1,40.400000000000006,0.0,59.599999999999994,25.840000000000003,Positive
New update is very bad App is slow Not at all user friendly,2019-12-27 15:25:03,4.0.1,17.8,21.099999999999998,61.1,-15.129999999999999,Negative
STC,2019-12-27 15:12:10,4.0.1,0.0,0.0,100.0,0.0,Neutral
Bad version,2019-12-27 15:07:12,4.0.1,0.0,77.8,22.2,-54.230000000000004,Negative
Worst update,2019-12-27 15:04:15,4.0.1,0.0,80.4,19.6,-62.49,Negative
Very baaaaaaad update,2019-12-27 14:50:25,4.0.1,0.0,0.0,100.0,0.0,Neutral
New update is not working properly Sometime it is not getting open and my first recharge through app gets stuck and balance deducted by banknothing happened till nowworst experience,2019-12-27 14:40:32,4.0.1,0.0,6.7,93.30000000000001,-25.0,Negative
,2019-12-27 13:50:58,4.0.1,0.0,0.0,0.0,0.0,Neutral
This update no good not opening aap,2019-12-27 13:25:03,,28.7,21.8,49.5,17.79,Positive
UI is extremely attractive yet the downside of the app is SADAD payment option I heard they are working on it,2019-12-27 13:22:30,4.0.1,13.8,8.6,77.60000000000001,29.439999999999998,Positive
The app does not work after the rework update they have done,2019-12-27 13:04:28,4.0.1,0.0,0.0,100.0,0.0,Neutral
Bad experience please downgrade to the previous version,2019-12-27 13:02:04,4.0.1,19.5,29.7,50.8,-29.599999999999998,Negative
Much better the previous one than this new one,2019-12-27 12:23:29,4.0.1,26.6,0.0,73.4,44.04,Positive
Not so bad,2019-12-27 12:09:01,4.0.0,60.5,0.0,39.5,47.08,Positive
Old version is so better,2019-12-27 11:37:12,4.0.0,48.3,0.0,51.7,57.769999999999996,Positive
It is not the same with the old appthumbs down,2019-12-27 11:33:13,3.9.1,0.0,0.0,100.0,0.0,Neutral
trash update return the old one because old one is better than this new onebackhand index pointing downthumbs downthumbs downthumbs downthumbs downthumbs down,2019-12-27 10:43:36,4.0.0,11.600000000000001,0.0,88.4,44.04,Positive
Very very very very very bad app pls return the old one,2019-12-27 10:35:23,,9.8,27.3,62.9,-58.19,Negative
,2019-12-27 10:33:37,4.0.0,0.0,0.0,0.0,0.0,Neutral
New version not good,2019-12-27 10:08:09,,0.0,44.5,55.50000000000001,-34.12,Negative
This does not work anymore just for the moment you upload it then once you leave and go back it do not let you log in Please bring the old one back that is way more better than this one,2019-12-27 10:03:29,4.0.0,12.6,2.7,84.7,64.78,Positive
,2019-12-27 09:30:04,4.0.0,0.0,0.0,0.0,0.0,Neutral
New update version not working old version was goodthumbs downthumbs downthumbs downthumbs downthumbs down,2019-12-27 09:10:55,4.0.0,0.0,0.0,100.0,0.0,Neutral
I cannot open the new apdate,2019-12-27 09:02:56,,0.0,0.0,100.0,0.0,Neutral
,2019-12-27 08:49:14,4.0.1,0.0,0.0,0.0,0.0,Neutral
It stucks at starting this version is not helpfull,2019-12-27 08:46:27,,0.0,0.0,100.0,0.0,Neutral
Update suckss,2019-12-27 08:36:52,4.0.1,0.0,0.0,100.0,0.0,Neutral
Application usually get hung up,2019-12-27 08:30:54,4.0.0,0.0,0.0,100.0,0.0,Neutral
This app suck so slow cannot able to open from number hours just loading loading loading,2019-12-27 08:23:35,4.0.1,7.1,15.9,76.9,-38.18,Negative
New mystc app does not keep me signed in Copy and past for Sawa card number is not possible anymore,2019-12-27 08:06:05,,6.4,0.0,93.60000000000001,7.720000000000001,Positive
Bad App for mobile  internet company Also internet servisce is slow and bad network,2019-12-27 07:57:48,3.17.2,0.0,36.8,63.2,-79.06,Negative
After update not open,2019-12-27 06:59:51,4.0.0,0.0,0.0,100.0,0.0,Neutral
I prefer the old look,2019-12-27 06:52:27,,0.0,0.0,100.0,0.0,Neutral
,2019-12-27 06:29:17,4.0.0,0.0,0.0,0.0,0.0,Neutral
The new version is so so so bad,2019-12-27 06:22:11,4.0.1,0.0,42.5,57.49999999999999,-73.26,Negative
Nice application all required services available a shortcut to the time to go to the office thumbs up,2019-12-27 06:20:19,4.0.1,14.899999999999999,0.0,85.1,42.15,Positive
verry good,2019-12-27 06:11:18,,74.4,0.0,25.6,44.04,Positive
Please fix the app it stops and it hangs then suddenly closes Thank you,2019-12-27 05:56:34,4.0.1,27.6,9.2,63.2,49.39,Positive
Very bad and does not work since updated,2019-12-27 05:56:14,4.0.0,0.0,35.099999999999994,64.9,-58.489999999999995,Negative
New update terrible have to uninstall app and install again every time to log on Bad app,2019-12-27 05:42:58,4.0.1,0.0,30.599999999999998,69.39999999999999,-76.5,Negative
Why is your app very hard to login we have alot of apps even social media apps but they are very easy to create user and password but my stc is hard rock especially when it comes to password pliz try to change things,2019-12-27 05:01:19,4.0.1,14.499999999999998,6.7,78.9,71.39,Positive
It does not send verification code neither by email nor SMS I tried too many times but failed,2019-12-27 04:50:52,4.0.1,0.0,21.8,78.2,-66.52,Negative
Waste this app,2019-12-27 04:16:24,,0.0,58.3,41.699999999999996,-42.15,Negative
Very stupid new app,2019-12-27 03:59:54,4.0.1,0.0,55.2,44.800000000000004,-57.089999999999996,Negative
The previous app is much better and easier than this one,2019-12-27 03:31:40,4.0.1,38.800000000000004,0.0,61.199999999999996,69.08,Positive
There so many problem with the new update have to download again and again just to open it the old version is much better than the updated one,2019-12-27 02:39:48,4.0.0,9.1,9.3,81.6,-2.02,Negative
From failure to an other You guys do not have brilliant programmers to help you create a nice app,2019-12-27 02:18:18,4.0.1,28.199999999999996,23.599999999999998,48.199999999999996,5.88,Positive
,2019-12-27 02:17:24,4.0.1,0.0,0.0,0.0,0.0,Neutral
The new version is not user friendly  I can no longer see the usage charts or call charge details  And the navigation is so confusing  I like the old version much better,2019-12-27 02:11:26,4.0.1,14.899999999999999,19.3,65.8,-16.33,Negative
I cannot use it anymore coz once you download it  after the download it can be opened once And after opening it for the first time you download it  you cannot reopen it again You have to uninstall and re install it again for opening it,2019-12-27 01:50:34,4.0.0,0.0,0.0,100.0,0.0,Neutral
Very ugly very confusing crashes a lot and cannot find even the most basic services I want anymore but hey I can subscribe to Netflix now through it the old app was great why would you replace it with such a bad design and implementation this has to take the award for worst app update in the history of app updates,2019-12-27 01:32:29,4.0.0,15.299999999999999,19.0,65.7,-41.04,Negative
Nothing works,2019-12-27 01:31:52,4.0.0,0.0,0.0,100.0,0.0,Neutral
the worst design ever,2019-12-27 01:31:36,4.0.0,0.0,57.699999999999996,42.3,-62.49,Negative
After the update I could not open the app,2019-12-27 01:23:17,4.0.0,0.0,0.0,100.0,0.0,Neutral
after the update it is impossible to log in tried to uninstall and reinstall the app but still not workingfix this issue,2019-12-27 00:52:39,4.0.0,0.0,0.0,100.0,0.0,Neutral
I think the app is broken kindly update the app,2019-12-27 00:51:46,,24.099999999999998,23.3,52.6,2.58,Positive
Old aap is best now its wrost,2019-12-27 00:36:27,4.0.0,41.199999999999996,0.0,58.8,63.690000000000005,Positive
Very bad not workin at allkeep crash useless app STC even one star not worth it,2019-12-27 00:32:41,4.0.0,0.0,47.699999999999996,52.300000000000004,-87.38,Negative
always crashes on samsung glaxycannot use even one single time,2019-12-27 00:27:49,4.0.0,0.0,0.0,100.0,0.0,Neutral
The new update is very ridiculous,2019-12-27 00:26:23,4.0.0,0.0,35.8,64.2,-42.01,Negative
New version doent work Need to uninstall and install again to work,2019-12-27 00:20:48,4.0.0,0.0,0.0,100.0,0.0,Neutral
Older version was much easier  had user friendly UI  had many options which are not available in the newer version I liked the older version,2019-12-27 00:18:33,4.0.0,29.5,0.0,70.5,83.16,Positive
This update is so bad like I cannot even open the app So Everytime I want to use it I go to the app info and clear all data in it and restart it Please do something about this issue and fix it stc,2019-12-27 00:13:10,4.0.0,18.6,9.0,72.39999999999999,41.48,Positive
The app did not work the old version that much better a new version not good please stc I want see my GB I am want my money back bad app            stc,2019-12-27 00:12:19,4.0.0,15.1,21.6,63.2,-52.16,Negative
I am Not getting my verification code when I tried to login,2019-12-27 00:05:33,4.0.0,0.0,0.0,100.0,0.0,Neutral
The site now is going worse The site closes automatically and I cannot go in I installedunistalled it many times to be able to go throughbut the problem still The site before this upgradingwas too much helpful But now there is no site Pleasetry to solve the problem,2019-12-26 23:55:06,4.0.0,7.5,18.9,73.6,-73.11,Negative
Does not open at all,2019-12-26 23:40:32,4.0.0,0.0,0.0,100.0,0.0,Neutral
Not opening,2019-12-26 23:37:46,4.0.0,0.0,0.0,100.0,0.0,Neutral
The worst update I have ever seen,2019-12-26 23:25:49,3.11.0,0.0,45.1,54.900000000000006,-62.49,Negative
Connection failed,2019-12-26 22:43:51,4.0.0,0.0,76.7,23.3,-51.06,Negative
,2019-12-26 22:29:38,4.0.0,0.0,0.0,0.0,0.0,Neutral
,2019-12-26 22:29:09,4.0.0,0.0,0.0,0.0,0.0,Neutral
Does not work,2019-12-26 20:44:57,4.0.0,0.0,0.0,100.0,0.0,Neutral
stc,2019-12-26 20:43:17,4.0.0,0.0,0.0,100.0,0.0,Neutral
,2019-12-26 20:41:29,,0.0,0.0,0.0,0.0,Neutral
Not able to open It is not working,2019-12-26 20:13:29,4.0.0,0.0,0.0,100.0,0.0,Neutral
Its very bad  it does not open  where is the old version,2019-12-26 18:56:34,4.0.0,0.0,25.6,74.4,-58.489999999999995,Negative
Rubbish updateAfter the update a postpaid user cannot see how much data he used and how much left terrible,2019-12-26 18:53:00,3.15.0,0.0,15.4,84.6,-47.67,Negative
New updated application not working still Hang please solve this issue loudly crying face,2019-12-26 18:35:10,4.0.0,22.5,17.0,60.4,0.0,Neutral
No good this application Old one is good Some time not open this application After uninstall again reinstall it is working Not good,2019-12-26 17:03:53,4.0.0,29.099999999999998,7.3999999999999995,63.5,75.79,Positive
Recent update very poor,2019-12-26 15:22:12,4.0.0,0.0,53.1,46.9,-52.559999999999995,Negative
After update i have to uninstall this app It hangs up in the stc screen It will not open,2019-12-26 15:04:30,4.0.0,0.0,0.0,100.0,0.0,Neutral
This app is Not work downloads and open and next time not be a work old my stc app better no issue Very bad check this app new stc I am prove this app and network quality,2019-12-26 14:22:28,4.0.0,7.1,14.7,78.3,-47.54,Negative
Everything was good functional and sleek until this update Why will on earth will anyone replace a wonderful app experience with this nothing good When I say nothing good I mean everything about the update is a disaster Can be get back the previous version please face with tears of joy,2019-12-26 14:14:28,4.0.0,29.099999999999998,9.4,61.4,91.0,Positive
Update is not good Not working properly this update,2019-12-26 13:47:05,,0.0,23.1,76.9,-34.12,Negative
The app will not start Fix it,2019-12-26 13:39:32,4.0.0,0.0,0.0,100.0,0.0,Neutral
The app does not open anymore,2019-12-26 13:33:00,,0.0,0.0,100.0,0.0,Neutral
Does not work on my Samsung android updated to the latest version,2019-12-26 13:14:12,4.0.0,0.0,0.0,100.0,0.0,Neutral
Horrible experience ever since the app was updated last week Unable to login even after multiple attempts,2019-12-26 12:51:04,3.13.1,0.0,17.9,82.1,-54.230000000000004,Negative
very bad what happened stc i cannot open it much better old version,2019-12-26 11:32:33,4.0.0,17.4,22.7,59.9,-22.470000000000002,Negative
What were you thinking STC  truly bad appcolors experience,2019-12-26 11:16:47,4.0.0,21.6,26.1,52.2,-15.310000000000002,Negative
I do not like the new update of this applicationit makes me socki did not see my balance not like the previous one application this not goodface with steam from noseface with steam from noseface with steam from noseenraged faceenraged faceenraged facefix this my cellphone is Samsung galaxyAnumber,2019-12-26 11:14:08,,0.0,8.6,91.4,-49.730000000000004,Negative
I am facing problems in opening The moment I try to open the app It does not open When I delete and download then it works but after few minutes If I reopen it does not open Please check it out,2019-12-26 10:46:30,4.0.0,0.0,10.9,89.1,-50.949999999999996,Negative
After update this app becomes worst,2019-12-26 10:05:55,,0.0,45.1,54.900000000000006,-62.49,Negative
V bat service not open in a time not able to chek blance,2019-12-26 09:21:51,4.0.0,0.0,0.0,100.0,0.0,Neutral
Last update is awful the app not open some featuresnot available as before  colours not matching and harmful for the eyes Bad choise,2019-12-26 08:47:59,4.0.0,0.0,23.599999999999998,76.4,-75.79,Negative
Kindly improve and fix it that is not work good automatically signout and missing the finger print and direct method way,2019-12-26 08:34:09,4.0.0,22.0,16.6,61.4,35.99,Positive
,2019-12-26 08:30:33,3.13.1,0.0,0.0,0.0,0.0,Neutral
It does not work properly It gives this message unfortunately mystc has stopped,2019-12-26 07:30:08,4.0.0,0.0,28.1,71.89999999999999,-51.06,Negative
Not opening The app is stuck after update,2019-12-26 07:07:57,4.0.0,0.0,22.2,77.8,-25.0,Negative
how can i check my account if it does not open,2019-12-26 06:54:48,4.0.0,0.0,0.0,100.0,0.0,Neutral
thumbs downthumbs down,2019-12-26 06:51:54,4.0.0,0.0,0.0,100.0,0.0,Neutral
,2019-12-26 06:50:32,,0.0,0.0,0.0,0.0,Neutral
The app is not opening after numberst login Need to uninstall and install again to work Please fix this problem As I read some comments same problem we encountered,2019-12-26 06:42:13,,7.000000000000001,16.5,76.5,-47.67,Negative
I prefer my stc app before,2019-12-26 05:45:02,3.14.1,0.0,0.0,100.0,0.0,Neutral
Grt options,2019-12-26 05:42:50,4.0.0,0.0,0.0,100.0,0.0,Neutral
The new update is the worst i think the developers asked themselves like this the app looks and function well so we most make it worst When updating apps the aim should be numberhow to make it more user friendly number how we can collect more data to sell Not the opposed face with tears of joyface with tears of joy,2019-12-26 05:17:44,4.0.0,17.599999999999998,15.7,66.7,11.34,Positive
,2019-12-26 05:15:19,,0.0,0.0,0.0,0.0,Neutral
Not working its only worked for one day the first day after update,2019-12-26 05:08:19,,0.0,0.0,100.0,0.0,Neutral
Worst update ever crying facecrying facecrying face,2019-12-26 04:59:10,,0.0,59.0,41.0,-80.2,Negative
After update no work very bad,2019-12-26 04:45:16,,0.0,60.0,40.0,-71.78,Negative
Last update completely ruined the user experienc,2019-12-26 04:30:10,3.18.0,0.0,36.1,63.9,-52.559999999999995,Negative
Why its not working as I am the regular customer of stc since from last three years this never had happenedas this new featured stc app is doing  I was previously using that white colored one stc app and that was the best as now this got updated by itself now but when I m using it and opening it  it is getting closed by itself why if this will happen than how to check my internet data being used and hw to pay bills fr stc how  Humble req is to solve this issue quickly,2019-12-26 04:01:01,4.0.0,5.0,1.7000000000000002,93.30000000000001,49.39,Positive
,2019-12-26 03:36:19,4.0.0,0.0,0.0,0.0,0.0,Neutral
Previous version was way better This does not work,2019-12-26 03:28:31,4.0.0,26.6,0.0,73.4,44.04,Positive
It is very nice and very easy,2019-12-26 03:27:29,4.0.0,55.7,0.0,44.3,74.2,Positive
After the update in the app and its logo I could not able to open the installed application in my phone To open the app you have to uninstall and install again and still it will open for the first time only Really not satisfied with the new app design and considering the previous version far better than now,2019-12-26 03:22:04,4.0.0,4.7,4.2,91.0,7.46,Positive
Thank you mystc,2019-12-26 03:09:23,3.18.0,55.60000000000001,0.0,44.4,36.120000000000005,Positive
,2019-12-26 02:30:54,4.0.0,0.0,0.0,0.0,0.0,Neutral
You cannot open it a second time without reinstalling it,2019-12-26 02:16:28,4.0.0,0.0,0.0,100.0,0.0,Neutral
Very bad update Not working at all,2019-12-26 01:48:03,4.0.0,0.0,38.7,61.3,-58.489999999999995,Negative
New version is very worst and you cannot open it o recomend to do not update to new ver,2019-12-26 01:29:37,4.0.0,0.0,20.5,79.5,-65.9,Negative
I do not want the new stc i want the old one,2019-12-26 01:24:15,,0.0,23.400000000000002,76.6,-11.39,Negative
Damn shame They do not do dry runs before releasing new updates This application are not working Deleted Reinstalled Still are not working  Idiots For the billions you get at least make some decent applications enraged faceenraged faceenraged faceenraged face,2019-12-26 01:05:27,3.18.0,0.0,18.7,81.3,-81.76,Negative
Very Disappointed by new update Unable to open AAP since,2019-12-26 00:51:16,,0.0,27.400000000000002,72.6,-52.559999999999995,Negative
Back the old one this new update apps not good thumbs downthumbs downthumbs down,2019-12-26 00:48:46,,0.0,15.6,84.39999999999999,-34.12,Negative
I cannot check the remaining days for my subscriptions WHY Go back to the old one ffs,2019-12-26 00:30:12,4.0.0,0.0,20.200000000000003,79.80000000000001,-58.589999999999996,Negative
,2019-12-26 00:18:17,4.0.0,0.0,0.0,0.0,0.0,Neutral
App new update is not working why,2019-12-25 23:59:32,3.17.2,0.0,0.0,100.0,0.0,Neutral
note number,2019-12-25 23:37:32,4.0.0,56.49999999999999,0.0,43.5,7.720000000000001,Positive
